Preview,TrueSet,PredSet,FP,FN,MaxPPL,MeanPPL_All,MeanPPL_YesOnly,PPL_ByLabel
"Chemical pregnancy questions Hello. I am having a chemical pregnancy.(was 5 weeks when my hcg dropped down to 45, it was 125 a week before) I have a couple of questions. I started bleeding Wednesday with some clots. On T…","{'Pregnancy', 'Medical'}","{'Medical', 'Pregnancy'}",[],[],1.00043100047158,1.000056607367536,1.000009372369148,"{'Medical': 1.0000171206803692, 'Mental Health': 1.00043100047158, 'Abuse': 1.000000432020081, 'Aggression': 1.0000007896312857, 'Sexual': 1.000000432020081, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.000001624057927, 'Not Applicable': 1.0000010280388834}"
"Never ending bleeding This has been one of the most draining experiences so far, I’ve had five losses including this one. After a lot of back and forth it was finally confirmed not to be ectopic. I started bleeding 5/24,…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0003359954295277,1.000042705256675,1.000113081181813,"{'Medical': 1.0000013856502443, 'Mental Health': 1.0003359954295277, 'Abuse': 1.000000432020081, 'Aggression': 1.000000432020081, 'Sexual': 1.000000432020081, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.0000018624656668, 'Not Applicable': 1.000000908835049}"
I’m really worrying about an ectopic as I wait for my third HCG test on Monday… This is my second chemical pregnancy but the bleeding is way more sporadic than before.   I had some pink and brown spotting that got me wor…,"{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0002039187905385,1.0000301443496769,1.0000777576338364,"{'Medical': 1.0000280876644898, 'Mental Health': 1.0002039187905383, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000005512238017, 'Sexual': 1.000000432020081, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.000001266446481, 'Not Applicable': 1.0000062730192742}"
What was your D&C experience? I have a blighted ovum. The sac is measuring about 7 to 8 weeks. I am 10 weeks according to my LMP.  I’ve had two previous miscarriages one at 4 weeks and one at 5 weeks. The one at 5 weeks …,"{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0002037995569468,1.000041707090908,1.0001105783447526,"{'Medical': 1.0001236889311205, 'Mental Health': 1.0002037995569468, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000005512238017, 'Sexual': 1.000000432020081, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.00000424654619, 'Not Applicable': 1.000000432020081}"
"WI, planned parenthood-  SA experience hello!   wanted to share my SA (surgical abortion) experience. im a 26F, live in southern Wisconsin. I have had 5 pregnancies, 2 ended in miscarriages, 2 beautiful children, and the…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0001587360846416,1.000025738881042,1.0000128691489032,"{'Medical': 1.0000011472426182, 'Mental Health': 1.000035716942245, 'Abuse': 1.0000001936126681, 'Aggression': 1.0, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0001587360846416, 'Pregnancy': 1.0000017432618467, 'Not Applicable': 1.00000818029165}"
"Is this sexual abuse?  I once went to the beach with my friends and got both drunk and high. I started to try to hug and kiss a guy multiple times and he would push me away, but I would start laughing and would try to to…",{'Abuse'},{'Abuse'},[],[],1.000096514828972,1.0000154224923243,1.000096514828972,"{'Medical': 1.000000432020081, 'Mental Health': 1.0000215313001366, 'Abuse': 1.000096514828972, 'Aggression': 1.0000030545053316, 'Sexual': 1.0000006704275366, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.000000432020081, 'Not Applicable': 1.0000003128163746}"
"Was I (17M now) sexual harassed when I was 12? So when I was 12 years of age, I went on a trip with my father and younger sister to my great uncles house to celebrate Christmas with my dads family.   This thrip I also me…","{'Mental Health', 'Abuse'}","{'Abuse', 'Mental Health'}",[],[],1.000096514828972,1.0000140069301433,1.0000487714339277,"{'Medical': 1.0000003128163746, 'Mental Health': 1.000096514828972, 'Abuse': 1.0000010280388834, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000131868988307, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000001936126681, 'Not Applicable': 1.0000003128163746}"
"When does the bleeding stop? I am/was six weeks pregnant, and this morning I woke up, everything was fine, then around lunch I noticed spotting and it started to get heavier and heavier throughout the day. I bled through…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.000096395615461,1.0000128297824853,1.0000336119235274,"{'Medical': 1.000096395615461, 'Mental Health': 1.000002816097194, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000001936126681, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.000001624057927, 'Not Applicable': 1.0000003128163746}"
Can someone be honest with me about their experience with having a 3rd child instead of going through with an abortion I’m pregnant with my 3rd child and I’m heavily considering getting a SA but scared of the regrets I m…,"{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],[],1.0000754139677617,1.0000102573774727,1.000038817022601,"{'Medical': 1.0000030545053316, 'Mental Health': 1.0000754139677617, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000003128163746, 'Sexual': 1.0, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.0000022200774399, 'Not Applicable': 1.0000006704275366}"
"Will 10 weeks and 6 days of pregnancy work for taking MA? I tried my first attempt using the WOW pills, the dose are complete but I mis-thought the packaging of combi-pack which is I thought that the 1 kit is only all mi…","{'Pregnancy', 'Medical'}","{'Medical', 'Pregnancy'}",[],[],1.0000752947567657,1.0000171658018115,1.0000382806016233,"{'Medical': 1.0000752947567657, 'Mental Health': 1.0000011472426182, 'Abuse': 1.0000001936126681, 'Aggression': 1.000000432020081, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.000001266446481, 'Not Applicable': 1.0000583667031286}"
"Is this sexual harassment? TW: childhood abuse This is a very complicated situation. I am a girl of 18 years old, and about a month ago my sister (16) told my mum that my dad sexually abused her for many years. Social wo…","{'Mental Health', 'Abuse'}","{'Abuse', 'Mental Health'}",[],[],1.0000752947567657,1.000009735859713,1.0000382806016233,"{'Medical': 1.0000003128163746, 'Mental Health': 1.0000752947567657, 'Abuse': 1.000001266446481, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0, 'Pregnancy': 1.0000001936126681, 'Not Applicable': 1.0000003128163746}"
"I got an abortion last week and I don’t feel like my body belongs to me anymore Hi, I m a 21 years old girl from France, and I got an abortion last week (I m sorry if my english isn’t good). I wanted to, I was not forced…","{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],[],1.000046088083497,1.0000061893289611,1.0000241540804684,"{'Medical': 1.0000001936126681, 'Mental Health': 1.0000022200774399, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000003128163746, 'Sexual': 1.0, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.000046088083497, 'Not Applicable': 1.0000001936126681}"
"No gestational sac found after surgical abortion Hi guys, I am 6.3 weeks and had my SA today. When I woke up they informed me that they removed the tissue but could not see the gestational sac. I need to follow up with a…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0000458496685103,1.0000066903453049,1.0000172003564776,"{'Medical': 1.0000044849544412, 'Mental Health': 1.0000458496685105, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.000001266446481, 'Not Applicable': 1.000000432020081}"
Is it sexual abuse for my father to touch my bum/thighs and to lick my ears as a joke? Tw: sexual abuse (?)  My dad started doing this since I became a bit older (I'm still a minor) and it kinda makes me uncomfortable. I…,"{'Mental Health', 'Abuse'}","{'Abuse', 'Mental Health'}",[],[],1.0000457304574004,1.0000060347229125,1.0000233196462247,"{'Medical': 1.0000001936126681, 'Mental Health': 1.0000457304574004, 'Abuse': 1.000000908835049, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000005512238017, 'Not Applicable': 1.0000001936126681}"
"Something nearly happened to me last night and I can't stop thinking about it m21 A little bit of backstory, I'm a 21 year old straight male about 6'1 and fairly slim. I've been hit on a fair amount before by gay men and…","{'Aggression', 'Mental Health', 'Abuse'}","{'Abuse', 'Aggression', 'Mental Health'}",[],[],1.000035836148523,1.000005697563723,1.000012630742097,"{'Medical': 1.0000001936126681, 'Mental Health': 1.000001266446481, 'Abuse': 1.0000007896312857, 'Aggression': 1.000035836148523, 'Sexual': 1.0000062730192742, 'Discrimination': 1.0, 'Pregnancy': 1.0000001936126681, 'Not Applicable': 1.0000010280388834}"
Miscarriage I just got home from my appointment of finding out i lost my baby. What do i do now i feel like i have no purpose or will anymore,"{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],[],1.0000280876644898,1.0000038591747162,1.0000143790460132,"{'Medical': 1.0000001936126681, 'Mental Health': 1.0000006704275366, 'Abuse': 1.000000432020081, 'Aggression': 1.0000006704275366, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000280876644898, 'Not Applicable': 1.0000001936126681}"
"Miscarriage 5w5d? Need advice Hi everyone,  I’m hoping to hear from anyone who’s been through something similar. This has been such an emotional rollercoaster, and I feel like I’m stuck in limbo.  I recently found out I …","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0000278492501566,1.0000052300229938,1.0000131869599276,"{'Medical': 1.000010564387008, 'Mental Health': 1.0000278492501566, 'Abuse': 1.000000432020081, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000011472426182, 'Not Applicable': 1.0000006704275366}"
"TW miscarriage Hello, I found out I was pregnant around may, my HCG was super low and according to last period date I was 8 weeks pregnant by our first appointment.  June 2nd was our first appointment, they said I was me…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0000133061042422,1.00000357603527,1.0000089749988603,"{'Medical': 1.000010564387008, 'Mental Health': 1.0000133061042422, 'Abuse': 1.0000003128163746, 'Aggression': 1.000000432020081, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000030545053316, 'Not Applicable': 1.0000003128163746}"
Afraid MA didn’t work I’m really anxious and hoping someone can help me feel less alone or share their outcome if they had something similar.  I was 5 weeks 2 days when I started the medical abortion process.  Timeline &…,"{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.000010922002348,1.0000020114763744,1.0000044054958803,"{'Medical': 1.000000908835049, 'Mental Health': 1.0000013856502443, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000001936126681, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.0000109220023479, 'Not Applicable': 1.0000015048541353}"
"Feeling lonely Hello all! Sorry if this doesn’t make a ton of sense or feels ramble-y.  I’ve recently suffered a miscarriage and have good days and bad days. Physically, I’ve recovered. Emotionally things are still hard …","{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],[],1.000009014724743,1.0000021008780653,1.0000050809836805,"{'Medical': 1.0000001936126681, 'Mental Health': 1.0000011472426182, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000003128163746, 'Discrimination': 1.000004961771569, 'Pregnancy': 1.0000090147247427, 'Not Applicable': 1.0000003128163746}"
"cramps went away after 1 hour into medical abortion I got my pills from WoW and 20 hours later after taking their mife, I bled a little on my underwear. Now I took their miso an hour earlier and my cramps were the worst …","{'Medical', 'Pregnancy'}","{'Medical', 'Pregnancy'}",[],[],1.0000085379052277,1.0000018624695444,1.0000062730216115,"{'Medical': 1.0000040081379955, 'Mental Health': 1.0000001936126681, 'Abuse': 1.0000006704275366, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000003128163746, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.0000085379052277, 'Not Applicable': 1.0000001936126681}"
Is it bad that I still think about my sexual harassment experience? I have been lurking on this sub for a bit but I have not posted yet so please be gentle. I was sexually harassed for a while by a classmate of mine when…,"{'Mental Health', 'Abuse'}","{'Abuse', 'Mental Health'}",[],[],1.000008299496465,1.0000016445612787,1.0000054981948625,"{'Medical': 1.0000003128163746, 'Mental Health': 1.000008299496465, 'Abuse': 1.0000026968932603, 'Aggression': 1.0, 'Sexual': 1.0000007896312857, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.0000005512238017, 'Not Applicable': 1.0000003128163746}"
"Pressure/soreness a month after complete miscarriage, worried I miscarried both the foetus and the placenta on 6+5 weeks a month ago (May 30th). I went to ultrasound almost two weeks ago and everything looked good, was a…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.000006869041444,1.0000024286877929,1.0000057564672982,"{'Medical': 1.0000053193844503, 'Mental Health': 1.0000050809760002, 'Abuse': 1.000000432020081, 'Aggression': 1.000000432020081, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.000006869041444, 'Not Applicable': 1.0000006704275366}"
"Possible blighted ovum I don't know when I ovulated, I was tracking it but it never peaked (was using digital tests and my ovulation day changed or I literally got pregnant ON ovulation day) and I believe the pregnancy s…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0000067498367995,1.0000018922695633,1.0000044849569754,"{'Medical': 1.0000067498367997, 'Mental Health': 1.0000052001799908, 'Abuse': 1.0000003128163746, 'Aggression': 1.000000432020081, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000015048541353, 'Not Applicable': 1.0000003128163746}"
"MMC, D&C, then Chemical Pregnancy? I found out in March - when I was supposed to be 11 weeks pregnant - that it was fetal demise and development stopped around 8 weeks.  I thought I miscarried naturally by the amount of …","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0000053193844505,1.0000013409501791,1.0000029750373782,"{'Medical': 1.0000053193844503, 'Mental Health': 1.0000022200774399, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000013856502443, 'Not Applicable': 1.0000003128163746}"
"My MA Experience at 9 Weeks 5 Days Hi guys! I’ve been a spectator for some time, just reading through your experiences. However, I’m now in a place where I feel comfortable and at peace enough to share my story as well. …","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0000052001799908,1.000001327947433,1.0000024187525858,"{'Medical': 1.0000052001799908, 'Mental Health': 1.000001266446481, 'Abuse': 1.0, 'Aggression': 1.0, 'Sexual': 1.0, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000007896312857, 'Not Applicable': 1.0000030545053316}"
Advice for a first miscarriage I just had my first miscarriage at 8 weeks. I was bleeding a week ago that stopped. I prepared myself for the worst for my first scan and there was no heart beat. She hadn't grown. I am dev…,"{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],[],1.0000034121173036,1.0000008045322462,1.0000021008742943,"{'Medical': 1.0000001936126681, 'Mental Health': 1.0000007896312857, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000005512238017, 'Sexual': 1.000000432020081, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000034121173036, 'Not Applicable': 1.000000432020081}"
Did my teacher sexually harrass me? Yesterday me and my friend went to his class to chat with him and his students. (I should definitely mention that this teacher is famous for joking inappropriately with female students…,"{'Mental Health', 'Abuse'}","{'Abuse', 'Mental Health'}",[],[],1.0000032929132987,1.00000110254196,1.000002160476091,"{'Medical': 1.0000003128163746, 'Mental Health': 1.0000032929132987, 'Abuse': 1.0000010280388834, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000030545053316, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.0000003128163746, 'Not Applicable': 1.000000432020081}"
"Second miscarriage and left with questions I’ve had my second miscarriage this year. I had an ultrasound and bloodwork, didn’t see anyone in my uterus and I was on a downward trend for hcg. But my most recent bloodwork s…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.000002816097194,1.0000009386363469,1.000001862465913,"{'Medical': 1.000002816097194, 'Mental Health': 1.000001624057927, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000006704275366, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000011472426182, 'Not Applicable': 1.0000003128163746}"
Someone said congratulations Someone congratulated me and I asked for what? And they said they heard from my friend that I was pregnant.  Guess my friend forgot to let them know I miscarried. I had to be the one to say i…,"{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],[],1.000002100873577,1.0000007747310729,1.000001862465752,"{'Medical': 1.0000011472426182, 'Mental Health': 1.000002100873577, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.000001624057927, 'Not Applicable': 1.000000432020081}"
Abortion this past Monday/tuesday So had my first pill Monday and the four Tuesday. I’ve passed huge clots and bled yesterday and today. I was 6 weeks and 3 days I go on vacation Friday. Can I swim if I’m barely bleeding…,"{'Pregnancy', 'Medical'}","{'Medical', 'Pregnancy'}",[],[],1.0000019816695012,1.000000730029555,1.0000015048541924,"{'Medical': 1.0000010280388834, 'Mental Health': 1.000000908835049, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000001936126681, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.0000019816695012, 'Not Applicable': 1.000000432020081}"
Having trouble getting over sexual harassment that happened when I was 15 When I (22F) was 15 I was sexually harassed by a 22 yo who I still have some contact with through a mutual organisation (a brass band). We sat nex…,"{'Mental Health', 'Abuse'}","{'Abuse', 'Mental Health'}",[],[],1.0000010280388834,1.0000004022191988,1.0000009088350843,"{'Medical': 1.0000001936126681, 'Mental Health': 1.0000007896312857, 'Abuse': 1.0000010280388834, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.000000432020081, 'Not Applicable': 1.0000001936126681}"
